Salesforce Contact Id,Cleaned Practice Areas.1
0034y00002Zjjk0AAB, Securities; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002ZjhzdAAB, Insurance;Bankruptcy
0034y00002ZjhcUAAR, Environmental; Real Estate; Criminal;Business Litigation; General Practice
0034y00002ZjoKiAAJ, Bankruptcy; Environmental; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjoaVAAR, Insurance; Bankruptcy; Employment; Real Estate; Business Transactional;Business Litigation; General Practice; Consumer
0034y00002ZjhzeAAB, Intellectual Property; Insurance; Bankruptcy; Wills and Trusts; Construction; Personal Injury; Employment; Environmental; Real Estate;Antitrust; Transportation; Business Transactional; Consumer; General Practice; Entertainment; Business Litigation
0034y00002ZjhcVAAR,Real Estate; General Practice; Tax
0034y00002ZjoKkAAJ,Environmental; Business Litigation
0034y00002Zjjk2AAB, Bankruptcy; Wills and Trusts; Personal Injury; Employment; Real Estate; Business Transactional; Other (See Details); General Practice; Consumer;Criminal; Business Litigation; Family
0034y00002ZjkiPAAR,Administrative; Government; General Practice
0034y00002CT0ilAAD, Insurance; Personal Injury;Health and Elder Care; Criminal; General Practice
0034y00002ZjoaXAAR, Criminal;Personal Injury
0034y00002ZjoKmAAJ,Wills and Trusts; General Practice
0034y00002ZjoaYAAR, Bankruptcy; Wills and Trusts; Construction; Personal Injury; Emplo; Environmental; Real Estate; Administrative;Workers Compensation; Transportation; Business Transactional; Consumer; General Practice; Civil Rights; Government; Business Litigation; Family
0034y00002Zjjk4AAB, Health and Elder Care; Insurance; Environmental; Real Estate; Criminal;Business Litigation; General Practice
0034y00002ZjkiNAAR, Insurance; Bankruptcy; Business Transactional;Business Litigation; General Practice
0036000001SOFKTAA5, Bankruptcy; Tax;Other (See Details); Administrative; Business Transactional; General Practice; Civil Rights; Government; Business Litigation
0034y00002ZjoKnAAJ, Securities; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002ZjoaZAAR, Wills and Trusts; Employment;General Practice; Criminal; Family
0034y00002ZjkiOAAR, Insurance; Bankruptcy; Securities; Business Transactional;Business Litigation; General Practice
0034y00002ZjhcaAAB, Bankruptcy; Construction; Personal Injury;Workers Compensation; Business Transactional; General Practice; Business Litigation
0034y00002ZjhcbAAB, Real Estate; Wills and Trusts; General Practice;Personal Injury
0034y00002ZjoKqAAJ, Insurance; Bankruptcy; Business Transactional;Business Litigation; General Practice; Consumer
0034y00002ZjhccAAB, Securities; Bankruptcy; Business Transactional;Business Litigation; General Practice
0036000001TXHcoAAH, Real Estate;Wills and Trusts; General Practice
0034y00002ZjoKrAAJ, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjhyRAAR,Health and Elder Care; Administrative; Criminal; General Practice; Government
0034y00002ZjhcdAAB,Insurance; Health and Elder Care; Real Estate; General Practice
0034y00002ZjoKtAAJ, Bankruptcy; Environmental; Administrative; Transportation; Business Transactional;Business Litigation; General Practice; Government
0034y00002ZjoaeAAB, Real Estate;Civil Rights; Employment
0034y00002ZjkiUAAR, Bankruptcy; Wills and Trusts; Construction; Personal Injury; Real Estate;Workers Compensation; Business Transactional; General Practice; Business Litigation
0034y00002ZjhySAAR,Environmental; Securities
0034y00002ZjhceAAB, Criminal;Family; General Practice; Employment
0036000001SOEvhAAH, Insurance; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002ZjkiVAAR, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjhyTAAR, Criminal;Administrative; General Practice
0030e00002NazDGAAZ,Business Litigation; Employment
0034y00002ZjoKvAAJ, Securities; Bankruptcy; Administrative; Business Transactional;Business Litigation; General Practice; Government
0034y00002ZjhyUAAR, Insurance; Bankruptcy; Securities; Wills and Trusts; Business Transactional;Business Litigation; General Practice
0034y00002ZjhchAAB, General Practice; Real Estate;Bankruptcy; Tax
0034y00002ZjoKxAAJ,Wills and Trusts; General Practice
0034y00002ZjjkEAAR, General Practice;Civil Rights; Tax
0034y00002ZjhyWAAR, Employment;Other (See Details); Criminal; General Practice; Immigration; Family
0034y00002ZjhciAAB, Employment;General Practice; Real Estate; Environmental; Criminal
0034y00002ZjoKyAAJ, Real Estate;Business Litigation
0034y00002ZjkiaAAB,Family; General Practice; Employment
0034y00002ZjhckAAB,Administrative; Government; General Practice
0034y00002ZjkibAAB, Real Estate;Environmental; General Practice; Tax
0034y00002ZjoL0AAJ, Bankruptcy; Wills and Trusts; Employment; Environmental; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjmPVAAZ, Bankruptcy; Environmental; Real Estate; Administrative; Business Transactional; General Practice;Criminal; Government; Business Litigation
0034y00002ZjkicAAB, Construction; Personal Injury; Employment; Administrative;Workers Compensation; General Practice; Government
0034y00002ZjhyaAAB, Real Estate; Criminal;Environmental; General Practice
0033000000HWcVvAAL, Bankruptcy; Wills and Trusts; Environmental; Real Estate; Transportation; Business Transactional;Business Litigation; General Practice
0034y00002ZjhybAAB,Business Litigation; Civil Rights
0034y00002ZjmPYAAZ, Health and Elder Care; Insurance; Bankruptcy; Construction; Workers Compensation; Personal Injury; Environmental; Real Estate; Business Transactional; General Practice;Criminal; Business Litigation
0034y00002ZjkifAAB,Real Estate; General Practice; Tax
0034y00002ZjhycAAB, Employment;Personal Injury
0034y00002ZjhydAAB,General Practice; Criminal
0034y00002ZjkF4AAJ, Bankruptcy; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjTZaAAN, Health and Elder Care; Wills and Trusts; Tax; Employment; Class Action; Real Estate; Criminal;Business Litigation; General Practice; Civil Rights; Family
0034y00002ZjhR9AAJ, Cyberspace;Other (See Details); Administrative; General Practice; Government
0034y00002ZjhyeAAB, General Practice; Employment;Immigration; Family
0034y00002ZjhRAAAZ,General Practice; Criminal
0034y00002ZjkiiAAB, Securities; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002ZjhyfAAB, Real Estate;Business Litigation; Employment
0036000001SOFPnAAP, Bankruptcy; Tax; Environmental; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjhygAAB, General Practice; Business Litigation;Bankruptcy
0034y00002Zjk2PAAR, Real Estate; Criminal;Environmental; General Practice
0033000000HZCdkAAH, Construction; Personal Injury; Employment; Real Estate;Workers Compensation; General Practice; Business Litigation; Family
0034y00002ZjkikAAB, Construction; Employment; Real Estate; Transportation;Business Litigation; General Practice; Civil Rights; Family
0034y00002ZjhyhAAB,Administrative; Government; General Practice; Employment
0034y00002Zjk2OAAR, Bankruptcy; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjkhPAAR,Administrative; Government; General Practice
0034y00002ZjhRHAAZ, Bankruptcy; Tax; Environmental; Business Transactional;Business Litigation; General Practice; Civil Rights
0034y00002ZjkioAAB, Bankruptcy; Tax; Environmental; Real Estate; Business Transactional; General Practice; Civil Rights;Criminal; Business Litigation
0034y00002ZjkhQAAR, Bankruptcy; Employment; Business Transactional;Business Litigation; General Practice
0034y00002ZjTZjAAN, Intellectual Property; Wills and Trusts; Cyberspace; Tax; Construction; Environmental; Real Estate; Workers Compensation; Native American; Criminal; Class; Transportation; Consumer; General Practice;Entertainment; Immigration; Business Litigation; Family
0034y00002ZjkipAAB, Intellectual Property;Business litigation
0034y00002ZjkhRAAR, Health and Elder Care;General Practice
0036000000oB6vyAAC, Bankruptcy; Personal Injury; Real Estate; Business Transactional;Business Litigation; General Practice
0036000001TXHiVAAX, Health and Elder Care; Insurance; Bankruptcy; Construction; Workers Compensation; Tax; Personal Injury; Employment; Business Transactional; Consumer; General Practice; Civil Rights;Criminal; Business Litigation; Family
0034y00002ZjiJoAAJ, Environmental; Real Estate; Administrative; Criminal;Business Litigation; General Practice; Government
0034y00002ZjhRJAAZ, General Practice; Business Transactional; Business Litigation;Bankruptcy
0034y00002ZjkhTAAR, Intellectual Property; Bankruptcy;Cyberspace; Business Transactional; General Practice; Government; Business Litigation
0034y00002Zjk2UAAR, General Practice;Bankruptcy
0034y00002ZjhRKAAZ, Intellectual Property; Bankruptcy; Employment;Cyberspace; Business Transactional; General Practice; Government; Business Litigation
0034y00002ZjkhUAAR, Criminal;Administrative; Government; General Practice
0034y00002ZjhRLAAZ,Administrative; Government; General Practice
0034y00002ZjkhVAAR,Environmental; Wills and Trusts; General Practice
0034y00002CSCd1AAH,Cyberspace; Government; Criminal
0034y00002ZjkhWAAR, Wills and Trusts; Tax;Other (See Details); Real Estate; Business Transactional; General Practice; Business Litigation
0034y00002Zjk2XAAR, Business Transactional;Business Litigation
0034y00002ZjiJtAAJ, Bankruptcy; Wills and Trusts; Personal Injury; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjmooAAB,Business Litigation; Employment
0034y00002ZjkFKAAZ, Securities; Bankruptcy; Employment; Business Transactional;Business Litigation; General Practice
0034y00002ZjiJvAAJ, Intellectual Property; Bankruptcy;Cyberspace; Business Transactional; General Practice; Government; Business Litigation
0034y00002ZjmopAAB, General Practice;Immigration
0034y00002ZjkhZAAR, Health and Elder Care; Insurance; Bankruptcy; Wills and Trusts; Construction; Workers Compensation; Personal Injury; Environmental; Real Estate;Cyberspace; Business Transactional; General Practice; Civil Rights; Consumer; Government; Business Litigation
0034y00002Zjk2aAAB, General Practice; Business Transactional; Business Litigation;Bankruptcy
0036000001SOL8cAAH, Employment; Class Action; Administrative; Business Transactional;Business Litigation; General Practice; Civil Rights
0034y00002ZjhRQAAZ, Employment;General Practice; Administrative; Government; Family
0034y00002Zjo1MAAR, Bankruptcy; Wills and Trusts; Construction; Personal Injury; Employment; Real Estate;Workers Compensation; Business Transactional; General Practice; Business Litigation; Family
0034y00002Zjk2bAAB, Health and Elder Care; Intellectual Property; Insurance; Bankruptcy; Wills and Trusts; Construction; Tax; Personal Injury; Emplo; Real Estate;Cyberspace; Business Transactional; General Practice; Civil Rights; Government; Immigration; Business Litigation
0030e00002SRLuHAAX, General Practice; Real Estate;Bankruptcy; Tax
0034y00002Zjo1NAAR, Insurance; Bankruptcy; Wills and Trusts; Tax; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjkhbAAB, Health and Elder Care; Insurance; Bankruptcy; Construction; Personal Injury; Employment; Real Estate; Consumer;Business Litigation; General Practice; Family
0034y00002Zjk2cAAB, Business Litigation;Personal Injury
0034y00002ZjmyVAAR, Bankruptcy; Employment;General Practice; Administrative; Criminal; Consumer; Family
0036000000sDyeAAAS, Bankruptcy; Wills and Trusts; Employment; Real Estate; Business Transactional;Business Litigation; General Practice; Family
0034y00002ZjhRTAAZ, Health and Elder Care; Insurance; Bankruptcy; Personal Injury;Business Litigation; General Practice; Family
0034y00002Zjo1PAAR, Intellectual Property; Bankruptcy; Business Transactional;Business Litigation; General Practice
0034y00002ZjkhdAAB, Business Transactional;Business Litigation; Employment
0034y00002Zjk2eAAB, Bankruptcy; Environmental; Business Transactional;Business Litigation; General Practice
0034y00002ZjhRUAAZ, Health and Elder Care; Insurance; Bankruptcy; Construction; Employment; Environmental; Real Estate; Business Transactional;Business Litigation; General Practice
0034y00002ZjkheAAB, Insurance; Wills and Trusts; Employment;Health and Elder Care; General Practice; Family
0034y00002ZjTZxAAN, Wills and Trusts; Personal Injury; Tax; Employment; Class Action; Criminal; Business Transactional; Medical Malpractice;Business Litigation; General Practice; Civil Rights
0036000001TXHoVAAX, Intellectual Property;Wills and Trusts; General Practice
0034y00002ZjhRWAAZ, Tax;General Practice; Administrative; Criminal; Civil Rights
0034y00002Zjo1SAAR, Health and Elder Care; Insurance; Personal Injury;Business Litigation; General Practice
0034y00002Zjo1TAAR, Bankruptcy; Consumer; General Practice;Personal Injury
0034y00002Zjk2iAAB, Construction; Personal Injury; Employment; Environmental; Real Estate;Workers Compensation; Criminal; General Practice; Business Litigation
0036000001SOEXYAA5, Health and Elder Care; Real Estate;Wills and Trusts; General Practice
0034y00002ZjhRYAAZ, Health and Elder Care; Insurance; General Practice;Personal Injury
0034y00002Zjo1UAAR, Health and Elder Care; Insurance; Bankruptcy; Person; Construction; Workers Compensation; Environmental; Real Estate; Business Transactional; Medical Malpractice; Other (See Details); General Practice;Criminal; Business Litigation; Professional Practices
0034y00002ZjkhiAAB, Wills and Trusts; Personal Injury; Employment;Business Litigation; General Practice; Family
0034y00002Zjk2jAAB, Real Estate;Wills and Trusts; General Practice; Tax
0036000001T3n1aAAB, Insurance; Bankruptcy;General Practice; Real Estate; Civil Rights
0034y00002ZjiK5AAJ, Real Estate; Criminal;Environmental; General Practice
0034y00002Zjo1VAAR, Construction; Employment; Real Estate;Business Litigation; General Practice; Family
